appid,action,adventure,base_building,battle_royale,card_game,cartoon,casual,co_op,competitive,crafting,exploration,fps,fantasy,fighting,moba,massively_multiplayer,open_world,puzzle,rpg,rts,racing,realistic,relaxing,simulation,singleplayer,sports,strategy,survival,tactical,turn_based,","
42890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,71,0,0,36,","
42910,621,387,0,0,0,0,0,571,0,0,0,0,438,0,0,0,0,0,418,0,0,0,0,0,105,0,60,0,0,0,","
42960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,165,88,0,279,0,0,0,","
42990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,89,0,22,14,","
43000,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,","
43100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,","
43190,38,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,","
44340,85,0,0,0,0,0,0,53,0,0,0,70,0,0,0,0,28,0,0,0,0,28,0,37,21,0,68,0,55,0,","
44350,77,0,0,0,0,0,12,25,0,0,0,5,0,0,0,0,61,0,0,0,635,42,0,109,96,261,0,0,0,0,","
44360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,44,0,37,0,0,0,0,","
44690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,41,0,30,0,0,0,0,","
45000,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,50,6,0,0,","
45100,0,17,0,0,0,0,101,0,0,0,0,0,41,0,0,0,17,0,0,0,0,0,0,50,28,0,6,0,0,0,","
45300,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7,0,0,0,0,0,","
45400,0,0,0,0,0,0,22,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,14,0,6,0,0,0,","
45410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,","
45450,9,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,17,0,7,0,0,0,","
45700,270,139,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,18,0,0,0,0,0,114,0,0,0,0,0,","
45710,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,","
45720,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,","
45730,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,","
45740,163,111,0,0,0,0,0,111,0,55,0,0,0,0,0,0,119,0,28,0,0,0,0,0,46,0,0,66,0,0,","
45750,81,61,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,","
45760,167,14,0,0,0,0,0,0,227,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,","
45770,93,62,0,0,0,0,0,46,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,7,0,0,0,0,0,","
46250,38,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
46260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,42,0,15,0,","
46270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,30,0,0,0,","
46290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,40,0,0,0,","
46370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,0,0,0,","
46400,45,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,9,0,0,0,0,0,","
46410,53,29,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,105,0,0,0,0,0,30,0,0,0,0,0,","
46450,0,19,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,66,0,0,0,0,0,17,0,59,0,35,44,","
46460,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
46480,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,22,0,0,0,0,0,","
46490,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,","
46500,0,262,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,73,0,0,0,0,0,","
46510,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,33,0,0,0,0,0,","
46520,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,","
46540,43,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,","
46560,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,68,0,21,0,","
46570,0,43,0,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,65,0,0,0,0,0,12,0,49,0,16,32,","
46750,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,","
46770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,44,0,0,12,","
47000,0,26,0,0,0,0,66,0,0,0,0,0,13,0,0,0,0,42,0,0,0,0,0,0,13,0,0,0,0,0,","
47400,0,0,36,0,0,0,0,29,0,0,0,0,0,0,0,0,37,0,0,65,0,0,0,74,40,0,153,13,11,0,","
47410,46,0,14,0,0,0,0,0,0,0,0,0,0,0,0,197,33,0,54,80,0,0,0,14,35,0,442,0,0,0,","
47500,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
47520,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
47540,0,0,0,0,0,0,55,0,0,0,0,0,22,0,0,0,0,52,63,0,0,0,0,0,15,0,0,0,0,0,","
47570,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
47700,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,84,0,0,0,","
47780,449,117,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,105,0,0,","
47790,182,0,0,0,0,0,0,30,0,0,0,220,0,0,0,0,12,0,0,0,0,35,0,0,106,0,0,0,0,0,","
47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,52,0,0,0,","
47810,0,223,0,0,0,0,0,0,0,0,0,0,658,0,0,0,116,0,832,0,0,0,0,0,498,0,199,0,113,0,","
47870,188,30,0,0,0,0,8,92,0,0,0,0,0,0,0,31,330,0,0,0,796,21,0,96,169,0,0,0,0,0,","
47890,111,215,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,1225,590,0,125,0,0,0,","
47920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,9,0,86,0,0,0,0,0,0,","
48000,106,496,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,0,453,0,0,0,0,0,","
48110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,13,0,20,0,0,0,","
48190,431,379,0,0,0,0,27,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,178,0,0,0,0,0,","
48220,0,8,31,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,157,0,0,0,0,0,42,0,217,0,35,125,","
48240,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,312,153,0,560,0,0,0,","
48700,1133,701,0,0,0,0,0,0,0,0,0,0,265,0,0,0,1530,0,1654,0,0,597,0,426,523,0,1201,0,0,0,","
48720,181,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,236,0,0,0,0,55,108,0,147,0,0,0,","
48800,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,36,0,100,7,0,0,0,0,0,","
48900,0,24,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,26,0,0,0,0,0,0,13,0,0,0,0,0,","
48950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,20,0,74,0,0,49,","
49330,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,41,0,0,0,","
49470,0,0,0,0,61,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,50,0,0,7,","
49520,2694,1289,0,0,0,0,0,3429,0,0,0,3653,0,0,0,0,2107,0,2714,0,0,0,0,0,741,0,0,0,0,0,","
49540,195,0,0,0,0,0,0,117,0,0,0,150,0,0,0,0,7,0,0,0,0,0,0,0,45,0,0,46,0,0,","
49600,206,0,0,0,0,0,156,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,","
49810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,","
49900,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,0,0,0,0,0,0,0,0,0,","
50130,1073,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,122,0,0,0,0,0,563,0,0,0,0,0,","
50300,709,259,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,","
50620,481,370,0,0,0,0,0,0,0,0,0,0,171,0,0,0,77,93,77,0,0,0,0,0,207,0,0,0,0,0,","
50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
55000,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,23,0,","
55020,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
55040,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,165,0,52,0,","
55100,105,13,0,0,0,0,0,19,0,0,0,90,0,0,0,0,19,0,0,0,0,0,0,0,61,0,0,0,0,0,","
55110,171,34,0,0,0,0,0,61,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,0,82,0,0,0,0,0,","
55140,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,116,0,0,24,34,38,0,0,0,0,","
55150,324,54,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,","
55230,1113,238,0,0,0,0,0,749,0,0,0,0,0,0,0,0,1341,0,191,0,0,0,0,0,420,0,0,0,0,0,","
57200,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,15,0,0,0,0,0,","
57300,190,517,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,356,0,0,0,0,0,0,512,0,0,290,0,0,","
57620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,62,0,0,0,","
57640,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,29,0,0,0,0,0,","
57650,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,35,0,0,0,0,7,0,0,45,0,0,0,","
57680,60,53,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,20,0,0,0,0,0,","
57690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,446,194,0,427,0,0,0,","
57740,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,37,13,0,72,0,41,14,","
57900,232,43,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,","
58200,0,60,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,","
58520,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,37,100,105,0,8,78,","
58550,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,53,0,0,0,","
58560,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
58570,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,","
58610,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,45,0,27,27,0,142,0,22,0,","
61100,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,","
61310,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,","
61500,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,39,0,0,0,0,0,10,0,52,0,0,21,","
61510,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,34,0,0,0,0,0,0,0,41,0,0,16,","
61520,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,52,0,0,0,0,0,23,0,61,0,0,28,","
61600,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,40,0,15,0,0,0,0,0,","
61700,0,14,0,0,0,0,25,12,0,0,0,0,45,0,0,0,0,95,91,0,0,0,0,0,44,0,114,0,26,79,","
61730,39,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,","
62000,25,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,","
62100,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,10,0,0,0,0,0,","
63000,66,0,0,0,0,0,83,14,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,27,0,69,0,0,0,","
63110,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
63200,54,0,0,0,0,11,0,14,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,40,37,0,0,0,","
63380,555,70,0,0,0,0,0,275,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,74,194,0,75,0,101,0,","
63500,41,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,","
63610,0,79,0,0,0,0,19,0,0,0,47,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,","
63620,0,24,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
63630,0,19,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
63640,0,24,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
63660,0,63,0,0,0,0,26,0,0,0,17,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,","
63700,54,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,","
63710,80,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,","
63800,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,8,0,47,0,0,24,","
63900,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,39,0,0,17,","
63910,0,20,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,79,0,0,0,0,0,6,0,70,0,0,45,","
63940,19,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,18,0,58,0,24,0,","
63950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,","
64000,70,0,0,0,0,0,0,66,0,0,0,9,0,0,0,0,0,0,0,108,0,95,0,57,34,0,223,0,118,0,","
65200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,","
65270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0,","
65300,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,","
65530,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,38,17,0,0,0,0,0,0,38,0,0,0,","
65540,133,85,0,0,0,0,0,0,0,0,0,0,154,0,0,0,219,0,346,0,0,0,0,0,154,0,0,0,0,0,","
65560,42,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
65600,18,16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,33,0,63,0,0,0,0,0,18,0,0,0,0,0,","
65610,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,50,0,0,0,0,0,13,0,0,0,0,0,","
65710,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,8,0,41,0,0,0,0,0,0,14,0,0,0,0,0,","
65730,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,77,0,0,0,0,0,0,","
65740,64,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,0,0,25,0,0,0,7,21,0,79,0,21,0,","
65780,63,0,0,0,0,0,0,5,0,0,0,40,0,0,0,0,29,0,0,0,0,31,0,74,23,0,49,0,36,0,","
65790,139,13,0,0,0,0,0,0,0,0,0,83,0,0,0,0,81,0,0,0,0,52,0,159,44,0,106,0,75,0,","
65800,264,0,0,0,0,0,0,326,0,0,0,0,183,0,0,0,0,0,366,0,0,0,0,0,131,0,323,0,0,0,","
65930,248,39,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,0,64,0,0,0,0,0,127,0,102,0,190,0,","
65980,60,142,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,137,387,0,864,0,289,460,","
67000,49,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,","
67370,275,50,0,0,0,0,0,152,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,","
70000,189,0,0,0,0,0,0,29,0,0,0,151,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,32,0,0,","
70100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,45,7,0,0,0,0,0,","
70110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,38,8,0,0,0,0,0,","
70120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,","
70210,0,21,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,","
70300,153,102,0,0,0,0,19,0,0,0,214,0,0,0,0,0,56,55,0,0,0,0,0,0,251,0,0,0,0,0,","
70400,85,59,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,562,0,0,0,0,302,347,0,115,0,0,0,","
70420,106,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,102,0,0,0,0,0,8,0,0,0,0,0,","
70600,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,96,0,0,48,","
70620,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,46,39,0,0,0,","
70640,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,52,0,0,14,","
70650,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,30,0,0,0,","
70660,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
70900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,5,0,61,0,0,0,","
71000,39,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,75,0,0,0,0,0,0,","
71230,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,53,0,0,0,17,0,0,0,0,0,","
71240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,40,0,0,0,0,","
71250,92,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,19,0,0,0,66,0,0,0,0,0,","
71260,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
71340,249,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,","
72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,42,0,0,0,0,0,","
72200,0,0,0,0,0,0,133,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,373,129,0,0,0,0,0,","
72400,0,21,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,","
72500,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
72850,3210,4916,0,0,0,0,0,0,0,0,0,0,5357,0,0,0,8323,0,7507,0,0,0,0,0,2882,0,0,0,0,0,","
72900,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,12,0,0,0,0,13,","
73010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,40,0,48,0,0,0,","
73020,0,0,14,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,36,0,0,0,15,12,0,60,0,0,0,","
73170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,41,0,0,91,0,0,0,","
73210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,44,6,0,62,0,0,0,","
73220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,","
78000,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,13,0,75,0,54,0,0,0,","
80200,0,0,0,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,22,0,78,0,0,50,","
80300,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,","
80310,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,","
80330,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,45,0,0,0,0,0,","
80340,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,","
80350,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,","
80360,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,","
90200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,61,8,0,0,0,0,0,","
90500,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,8,","
91100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,","
91200,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,49,0,161,0,0,0,","
91310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
91330,48,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,55,7,0,41,0,19,0,","
91600,139,17,0,0,0,0,50,138,0,0,0,156,0,0,0,0,9,0,0,0,0,0,0,0,52,0,162,10,16,0,","
91700,223,34,0,0,0,0,0,189,0,0,0,283,0,0,0,0,0,0,330,0,0,0,0,0,125,0,0,0,0,0,","
91900,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,","
92000,106,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,25,0,0,0,","
92100,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,12,0,34,0,0,5,","
92200,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
92210,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
92220,43,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
92300,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,","
92600,29,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
92800,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,39,172,0,20,0,0,0,","
93200,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,52,0,120,0,0,0,","
94000,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,","
94200,102,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,","
94300,0,98,0,0,0,0,47,0,0,0,19,0,19,0,0,0,0,50,0,0,0,0,0,0,23,0,0,0,0,0,","
94400,140,0,0,0,0,0,0,23,46,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,","
94590,0,67,0,0,0,0,43,0,0,0,7,0,0,0,0,0,0,74,0,0,0,0,0,0,30,0,0,0,0,0,","
94600,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
